frequency,place,observation_date,modulation,type_signal,radio_service,affiliation,call_sign
1.8900,"Бедфорд, Англия",7 ноября 2013,USB,Голос,Морская подвижная,Den Helder Rescue (Dutch C.G.) Holland,ijmuiden
161.3750,Тамбов,6 ноября 2013,NFM,Голос,Сухопутная подвижная,Тамбовские коммунальные системы,"омега 17,Атом 016 и т.д"
420.2500,Екатеринбург,6 ноября 2013,NFM,Голос + тон + селект. вызов,Сухопутная подвижная,"ЧОП ""ЦЭБУР-ГАРД""","101,102,103,104"
1.0710,Санкт-Петербург,15 октября 2013,AM,Голос,Радиовещательная,Великобритания,TalkSport Radio
1.5570,Санкт-Петербург,27 октября 2013,AM,Голос,Радиовещательная,Голландия,Vahon Hindustani Radio
0.5310,Санкт-Петербург,4 ноября 2013,AM,Голос,Радиовещательная,Фарерские острова,Kringvarp Føroya
1.4580,Санкт-Петербург,4 ноября 2013,AM,Голос,Радиовещательная,Великобритания,Sunrise Radio
28.2275,Москва,4 ноября 2013,CW,Morse,Любительская,"Радиолюбительский маяк, Великобритания",M3FZQ
28.2180,Москва,3 ноября 2013,CW,Morse,Любительская,"Радиолюбительский маяк, Италия",IQ5MS
28.2050,Москва,3 ноября 2013,CW,Morse,Любительская,"Радиолюбительский маяк, Турция",TA5SB
28.2335,Москва,3 ноября 2013,CW,Morse,Любительская,"Радиолюбительский маяк, Греция",SV2AHT
154.2500,Алчевск,2 ноября 2013,NFM,Голос,Сухопутная подвижная,Ж/Д транспорт Алчевского металлургического завода,по номерам
41.4000,Таганрог,1 января 2007,NFM,Голос,Сухопутная подвижная,Водоканал,водомер
300.1000,Углич,1 ноября 2013,NFM,Голос,Морская подвижная,Диспетчер шлюза,Названия судов
167.8750,Углич,1 ноября 2013,NFM,Голос,Сухопутная подвижная,Дежурный РЭС,"Оперативные переговоры - переключения, допуски по нарядам"
165.7250,Москва,31 октября 2013,NFM,Голос + Субтон,Сухопутная подвижная,Инновационный центр Сколково - Охрана территории,Разные
1.1800,Москва,30 октября 2013,AM,Morse,Радионавигационная,"ДПРМ аэропорт Супруновка/Полтава, Украина (KN79en)","PO, PL"
133.2500,Харьков,29 октября 2013,AM,Голос,Воздушная подвижная,Харьков,Харьков-руление
460.2625,Харьков,29 октября 2013,NFM,Голос,Сухопутная подвижная,Охрана,Маяк + по номерам
450.2000,Харьков,29 октября 2013,NFM,Голос,Сухопутная подвижная,Охрана,Волга + Ока## (Репитер)
460.2000,Харьков,29 октября 2013,NFM,Голос,Сухопутная подвижная,Охрана,Волга + Ока##
168.0125,Можайск,28 октября 2013,NFM,Голос,Сухопутная подвижная,Электрики (Мосэнерго),"""Букварь"""
106.8000,Резекне,27 октября 2013,WFM,Голос,Радиовещательная,Латвия,LR2
103.5000,Карсава,27 октября 2013,WFM,Голос,Радиовещательная,Беларусь,1НР
104.2000,Резекне,27 октября 2013,WFM,Голос,Радиовещательная,Латвия,LR1
107.5000,Резекне,27 октября 2013,WFM,Голос,Радиовещательная,Латвия,Домская площадь/LR4
424.4500,Резекне,27 октября 2013,NFM,Голос + CTCSS,Сухопутная подвижная,Латвия,
423.4750,Резекне,27 октября 2013,NFM,Голос + CTCSS,Сухопутная подвижная,Латвия,
423.5750,Резекне,27 октября 2013,NFM,Голос + CTCSS,Сухопутная подвижная,Латвия,
423.8625,Резекне,27 октября 2013,NFM,Голос + CTCSS,Сухопутная подвижная,Латвия,
446.9750,Тамбов,26 октября 2013,NFM,Голос,Сухопутная подвижная,Магазин АШАН.  охрана,1.2.3.4.5. и т.д
145.6000,Винница,25 октября 2013,NFM,Голос,Любительская,Репитер R0,
1.1700,Херсон,26 октября 2013,AM,Голос,Радиовещательная,Slovenia,R. Capodistria
145.2250,Липецк,1 сентября 2013,WFM,Голос,Любительская,Эхорепитер,
123.7000,Москва,25 октября 2013,AM,Голос,Воздушная подвижная,,Владимир-вышка
1.1970,Херсон,25 октября 2013,AM,Голос,Радиовещательная,Romania,R. Targu Mures
1.3410,Херсон,25 октября 2013,AM,Голос,Радиовещательная,UK,BBC Radio 5 Live
106.2000,Приволжск,25 октября 2013,WFM,Голос,,г. Кострома,"""Дорожное радио"""
104.4000,Приволжск,25 октября 2013,WFM,Голос,Радиовещательная,,Радио Волгореченск
87.5000,Тейково,25 октября 2013,WFM,Голос,Радиовещательная,,"Радио ""Вышка"""
88.1000,Приволжск,25 октября 2013,WFM,Голос,Радиовещательная,,Радио Приволжск
300.1500,Запорожье,23 октября 2013,NFM,Голос,Речная подвижная,Речной порт Запорожье,Названия судов
164.9125,Запорожье,23 октября 2013,NFM,Голос,Сухопутная подвижная,Охранная фирма,"Компас, цифровые"
148.3000,Запорожье,23 октября 2013,NFM,Голос,Сухопутная подвижная,ГАИ г. Запорожье,"Альфа, цифровые"
154.4000,Запорожье,23 октября 2013,NFM,Голос,Сухопутная подвижная,Железнодорожники,"Цифровые, имена"
165.3125,Запорожье,23 октября 2013,NFM,Голос,Сухопутная подвижная,Объектовая охрана,"Цифровые, имена"
